,avg_word_length,n_polysyllables,n_monosyllables,n_lemmas,ttr,tokens_per_sentence,avg_aoa,avg_concreteness,n_low_concreteness,n_low_synsets,n_low_aoa,avg_Auditory_sensorimotor,avg_Gustatory_sensorimotor,avg_Haptic_sensorimotor,avg_Interoceptive_sensorimotor,avg_Olfactory_sensorimotor,avg_Visual_sensorimotor,avg_Foot_leg_sensorimotor,avg_Hand_arm_sensorimotor,avg_Head_sensorimotor,avg_Mouth_sensorimotor,avg_Torso_sensorimotor,avg_valence,avg_dominance,sentiment_score,tree_depth,n_noun,n_verb,n_adv,n_pron,n_intj,n_det,n_adj,n_part,n_aux,n_num,n_VERB_Tense_Past,n_VERB_Tense_Pres,n_adjacent_repetitions,pronoun_noun_ratio,verb_noun_ratio,filler_to_noun_ratio,noun_verb_ratio,det_noun_ratio,aux_verb_ratio,particle_verb_ratio
n_pron,-0.3436204217292734,-0.3044588092015757,0.3058692149873938,-0.3255212233472115,-0.3002616492332382,-0.013959850690189016,-0.17758992938553272,-0.03641948413028543,-0.18198821696463754,-0.3285792837726192,-0.258664025521299,0.3240084838494957,-0.0022465357490761718,0.1348007009681912,0.19990805843801313,0.07297086092868607,0.009734232089698116,-0.011467577077768276,0.06117145565465296,0.2359734881282822,0.1730385261611038,0.059412967294929536,-0.01987802858647121,0.05498130134846207,-0.11188927326040463,0.01768283023035928,-0.4807409642944082,0.5745285550116922,-0.06404899778325367,1.0,-0.3025144674338152,-0.3724247530479829,-0.2638631104892226,0.3073914268934103,0.26309242010727196,-0.2895254354513409,0.24562209516634678,0.12141146802466896,0.021323884693975795,0.7291461583233608,0.6101477945540106,-0.12481055222323188,-0.6357347445477098,0.04683010362234476,-0.0012593211161426431,0.15941060097111706
n_intj,-0.33813610399277677,-0.2584036256444543,0.39015446024200884,0.050574481738548296,0.02280487915629407,-0.6041918854454073,-0.38021987379032696,-0.07842007587542973,0.0735897634887887,0.009329920825372534,0.017075663977869127,0.06284623059166633,0.2203075695020928,-0.008907606618229329,0.04919439337406454,0.21645075677543477,-0.10113696123920203,-0.11040716165040922,-0.105943772140168,-0.06684854715886616,0.20737552289717065,-0.06204909572835252,0.2818696418915569,-0.10771134236225345,0.11495140293156947,-0.6599388843701798,-0.28355916042669543,-0.4336457449187983,-0.19606964929127318,-0.3025144674338152,1.0,-0.30959929681639214,0.09534063233779212,-0.12956491898385372,-0.106870299913782,-0.10941850767426452,-0.2720921493866094,-0.023588255282475247,0.34635529301096124,0.11094347888470585,0.04647296676549383,0.901798604572069,0.041307721100926134,-0.0811031125935131,0.015828111748600507,-0.09642429138994688
n_det,0.3657649536866789,0.3524833945357868,-0.38961351861359983,0.12542033138299782,0.13075928511888885,0.3867734888281721,0.39358796792241113,0.11315994213190955,0.010786755462393386,0.0949323763710722,0.1092137529289514,-0.2071408233641174,-0.21441701513500816,-0.06872249024202925,-0.18092025631575878,-0.27939133052172477,0.0886111501323271,0.047163067599859,0.03856386872077519,-0.12225526071729893,-0.22713999498676113,-0.009652514251872536,-0.26238427106979456,0.09829178427045326,-0.05178345523486846,0.3900097139687689,0.5370230634645666,-0.1457657196811801,-0.10976467959197235,-0.3724247530479829,-0.30959929681639214,1.0,0.04049742874275261,-0.1508645430835136,-0.10010037428883298,0.08907598406804139,0.08854594026566066,-0.14884236277620708,-0.08057149775021036,-0.5199666756415817,-0.4604867356706383,-0.38469027504695263,0.45007547095359407,0.6004146839013299,-0.015816659266874408,-0.10763192615311978
n_adj,0.32952044881590353,0.30081464484510995,-0.25141181840017934,0.21091231824613013,0.1999733801944154,-0.028635420813346607,0.19837313739013815,-0.17434676950047895,0.09179368200138409,0.6222076198930122,0.17525224092513547,0.09187401133125093,0.07400803180848474,-0.04469857281285018,0.010037935538133596,0.07164746307666656,0.004653795397455204,-0.16861554128457518,-0.16000297824959553,0.12404670291505726,-0.0019219368332395064,-0.19280643974988357,0.2048758187831151,0.22127142221505583,0.3041413132006811,-0.01975302426535844,0.10009830886488685,-0.3170909271374973,0.00024927986570936485,-0.2638631104892226,0.09534063233779212,0.04049742874275261,1.0,-0.08672614560960526,-0.04203091455417526,-0.01260880925067238,-0.2061076032481429,0.016031854871742787,0.007051944431968004,-0.15887944175236532,-0.19064783955928613,0.06542891282258119,0.23956717870096314,-0.038227450861468164,0.14734803300290653,0.0541008400426945
n_part,-0.21505683261500208,-0.150488017636763,0.19041553647672227,-0.7080780410884409,-0.7103018314815028,-0.03824455700665469,0.15144516418338935,0.36087269514658515,-0.6035122655715061,-0.14153770312948277,-0.7029491510411623,-0.027664851672212314,0.05943290436538861,0.35055408054205023,-0.07913912721414035,0.1428936028267322,0.4625556779960721,0.06292466420456182,0.2888144986273439,0.22491702899128577,-0.0736483232188136,0.0957196069560439,-0.019228630383818817,-0.03945068430816725,-0.1492167745144686,-0.029044583860075218,-0.2356174037439424,0.1838387422952434,-0.007157293566914233,0.3073914268934103,-0.12956491898385372,-0.1508645430835136,-0.08672614560960526,1.0,0.9166591456627649,-0.22482396588164183,0.18136149247465155,-0.17026450322469042,-0.07363353857855114,0.25936457046990286,0.22920600485725354,-0.06948671199851987,-0.2636202071738662,0.04412337840378848,0.1769519964719509,0.36180784684792106
n_aux,-0.13304076219083924,-0.09452656095490425,0.14656643106384562,-0.6894737868090828,-0.6897443323489928,-0.02229890806449295,0.20406573678604675,0.3782894000237973,-0.595351330999512,-0.0593639493583422,-0.6910521908132832,-0.046266113620933795,0.06103466345563257,0.3316004693667959,-0.13804950673223382,0.1384321285669837,0.4765852600059384,-0.004220343598566995,0.22431837802200055,0.1949290175264539,-0.10933788566123735,0.022191583161258705,-0.008241477720185023,-0.025729005804159457,-0.14252975791539071,-0.01195272513339713,-0.19493939132973348,0.030802671521825312,0.021989509376570033,0.26309242010727196,-0.106870299913782,-0.10010037428883298,-0.04203091455417526,0.9166591456627649,1.0,-0.20378988100616852,0.25273027155272026,-0.2814758032033789,-0.06314926048752845,0.22862362670693326,0.14219030203376604,-0.05412496676505047,-0.1612479729973406,0.06864178344571976,0.35367478305272815,0.15404584552536724
n_num,0.0964871721851864,0.09641120602396012,-0.16118911535372502,0.27739666199031815,0.27228041019461685,0.13841402313324672,0.020639533928947375,0.06876225055005236,0.20989814332448709,0.029688564257251682,0.24406970279925946,-0.1868892508256646,-0.08804908393836548,-0.16742919494700395,-0.20780374218585235,-0.16738814975235144,-0.08710534902866808,-0.14046438626821495,-0.14074049818749884,-0.25325947835201973,-0.14891670915962388,-0.19372168795689695,-0.09842999968801996,-0.2105950822206692,0.0027161106296494254,0.13745646383278123,0.1988647782415334,-0.23998648713038767,0.03641754485401557,-0.2895254354513409,-0.10941850767426452,0.08907598406804139,-0.01260880925067238,-0.22482396588164183,-0.20378988100616852,1.0,-0.06232504545753156,-0.013758016568966734,-0.0982031601789755,-0.2666239061074761,-0.2874397621438448,-0.14811487850457422,0.24126540025254467,-0.10932916098182989,0.03181707180599573,-0.11110216111345868
n_VERB_Tense_Past,0.0240432607694663,-0.057906583242254527,0.03338608152477586,-0.25824267406457063,-0.22421559970336227,0.11994225456296843,0.10070127057421357,0.23680942246980166,-0.24142763719324878,-0.15824776790935596,-0.25198214730051516,-0.04937767446441251,-0.11458323475307682,0.18183467171102496,-0.10453158321467951,-0.05150643326410319,0.221980420418219,0.04844141402614062,0.12333488136819604,-0.052443044882880846,-0.19975198357470064,0.06357815857507523,-0.2352752227776081,-0.054588605765188314,-0.2593137316117252,0.1824528982868792,-0.05429630324255695,0.23105381265685693,-0.03944805450246062,0.24562209516634678,-0.2720921493866094,0.08854594026566066,-0.2061076032481429,0.18136149247465155,0.25273027155272026,-0.06232504545753156,1.0,-0.65476240212195,-0.1814069665346822,0.10161406772559924,0.10809385109313092,-0.21416123399039824,-0.16539603492380392,0.14931949558886015,0.10219166472559262,-0.1256659446176004
n_VERB_Tense_Pres,-0.07757690530729587,0.037563796618296584,-0.04945286177505718,0.1880255209081103,0.17246980679825602,-0.0699349972607798,-0.1008252171620309,-0.1338970285875243,0.17589543177151462,0.08280243454087784,0.18839793654939105,0.1257728701615635,0.039527264914750726,-0.07198671658178546,0.2530827818808554,0.012607128619026497,-0.19000517472229994,0.12288332702008503,0.005278424166802411,0.1152675209095166,0.222106585326815,0.13764501832772044,0.1357028012178306,0.09092717169683842,0.09974425582352203,-0.07185878493752444,-0.009925610800625742,0.3939026513871719,-0.008376535287467405,0.12141146802466896,-0.023588255282475247,-0.14884236277620708,0.016031854871742787,-0.17026450322469042,-0.2814758032033789,-0.013758016568966734,-0.65476240212195,1.0,0.06677847776200856,0.057320415619881104,0.1962725915643241,-0.004684391718553365,-0.20872844000971064,-0.14934179031158934,-0.494164615385842,-0.13322574295623818
n_adjacent_repetitions,-0.2346492336438994,-0.21529732847299946,0.22386910080908548,0.04685456443025682,0.030000187864815626,-0.2542350203468255,-0.30173608339197966,-0.0650148511357396,0.07114389470234181,-0.023552019394443367,0.025091049165834555,0.14433675653931166,0.08632015775962561,-0.017829651707982622,0.03223118261235649,0.13355480692230573,-0.1085955479083722,-0.0773024331972942,-0.09935206670163438,-0.01700896481691591,0.173123166078071,-0.05210587566307171,0.12640623142712668,-0.07736097020934901,0.061994176891626084,-0.2921394893095105,-0.1636985397694706,-0.08956808530463735,-0.05754115771109429,0.021323884693975795,0.34635529301096124,-0.08057149775021036,0.007051944431968004,-0.07363353857855114,-0.06314926048752845,-0.0982031601789755,-0.1814069665346822,0.06677847776200856,1.0,0.21367346434907822,0.15562191178277882,0.34511347522118424,-0.041669507981715675,0.08494571577181495,-0.02812967706611481,-0.026123395609694625
pronoun_noun_ratio,-0.5077216764036829,-0.39903149215650036,0.48225628090780837,-0.23092786041417798,-0.21389024825131092,-0.22608428396156366,-0.3287569843094448,-0.25848765807061413,-0.0454854205133026,-0.3356953032846636,-0.19614910029556615,0.4128928780634868,-0.058654602162972226,-0.006879154550331802,0.23233933934317025,0.019300627255243057,-0.17607920255389045,-0.08594466819899702,-0.11291116288900302,0.22685975641012207,0.1670568519963206,-0.06338779090493397,0.12842117516769522,0.04913309326193479,-0.07907051049626695,-0.2169068871531766,-0.8685816580745206,0.3768570095676745,0.024685534308241254,0.7291461583233608,0.11094347888470585,-0.5199666756415817,-0.15887944175236532,0.25936457046990286,0.22862362670693326,-0.2666239061074761,0.10161406772559924,0.057320415619881104,0.21367346434907822,1.0,0.9077400193648971,0.403767012253573,-0.7909174719262163,0.27277872245949314,0.17255810841423455,0.2475635396307563
verb_noun_ratio,-0.48865496278273046,-0.39456165178701896,0.45372802386955186,-0.16535834573575506,-0.14501046890818647,-0.17433676986924743,-0.3517545006818927,-0.26238991012789487,0.0074275236455769635,-0.3512291239779305,-0.1312140113254625,0.383725331301913,-0.0961141505360582,-0.0035473718010146415,0.28271503581797525,-0.02198507041569556,-0.21096099216734734,0.013154483071771835,-0.06676246998053509,0.21029202674655192,0.16245446861399185,0.02783498513701855,0.0673089627713725,0.02078812214199529,-0.12525156076009852,-0.143871119057619,-0.8530029110982554,0.63103983811531,0.03533619028174226,0.6101477945540106,0.04647296676549383,-0.4604867356706383,-0.19064783955928613,0.22920600485725354,0.14219030203376604,-0.2874397621438448,0.10809385109313092,0.1962725915643241,0.15562191178277882,0.9077400193648971,1.0,0.33287470614920683,-0.8921782456870608,0.3200579253027698,-0.03944242955301891,0.20217378390626678
filler_to_noun_ratio,-0.40016616782808767,-0.2953525269236307,0.44219509676979,0.030173417273214174,0.013276589988279942,-0.5298943329321203,-0.391890269289207,-0.18009784799384185,0.08612293263210252,-0.06593773392439281,-0.00783058556126498,0.18123387471910987,0.14918351153657736,-0.052254023564665894,0.1142541917109027,0.15783695197905587,-0.18955411854332796,-0.13750068389626588,-0.1640366423030486,0.03152766816943309,0.22310347259535093,-0.10323041480519292,0.28434768914657427,-0.047594385240539765,0.05812648061446325,-0.5812615767206233,-0.4975309069333775,-0.29321233480628106,-0.1416887199688744,-0.12481055222323188,0.901798604572069,-0.38469027504695263,0.06542891282258119,-0.06948671199851987,-0.05412496676505047,-0.14811487850457422,-0.21416123399039824,-0.004684391718553365,0.34511347522118424,0.403767012253573,0.33287470614920683,1.0,-0.20197854461880896,0.07289261984212146,0.10015431453686023,-0.010865083292868446
noun_verb_ratio,0.49672006392510737,0.3978024757129578,-0.4501837804034455,0.1921741257746159,0.16725856136793826,0.17259946583284794,0.33772618005047206,0.23306731065194836,0.011943714977179795,0.3903367298373479,0.1463714317927119,-0.35591166314662254,0.15489517102529624,-0.03987815476626514,-0.3078581625564752,0.06951506684784249,0.18130269839579852,-0.10963550155817305,-0.0006413310188466952,-0.18087102288574386,-0.08654192247751755,-0.10666379287812909,-0.005818262151797804,-0.011754077671960714,0.1255544740415542,0.12991509831432077,0.8475226158836634,-0.6959527772724794,-0.12139634948081243,-0.6357347445477098,0.041307721100926134,0.45007547095359407,0.23956717870096314,-0.2636202071738662,-0.1612479729973406,0.24126540025254467,-0.16539603492380392,-0.20872844000971064,-0.041669507981715675,-0.7909174719262163,-0.8921782456870608,-0.20197854461880896,1.0,-0.26522718671029877,0.09970802637064348,-0.22994931981386046
det_noun_ratio,-0.10492958338934359,-0.03887548978189525,0.07802417545162305,-0.04134490002514459,-0.023938957148503845,0.13508650411031672,0.06296842747423068,-0.1648422496000061,0.025770262798863977,-0.21677828596085905,-0.037399573699172454,0.1305552858841187,-0.312013370706517,-0.11828306090733558,0.006180244806836616,-0.31575434548632725,-0.10650214702519725,0.004924044570623191,-0.10952678516835386,0.021468796085709296,-0.15100530599367382,-0.08601668030739072,-0.16215742570876762,0.10116070645010512,-0.11737211306285623,0.15065975643274498,-0.3181978188231216,0.09561535892209466,-0.0025762219610972604,0.04683010362234476,-0.0811031125935131,0.6004146839013299,-0.038227450861468164,0.04412337840378848,0.06864178344571976,-0.10932916098182989,0.14931949558886015,-0.14934179031158934,0.08494571577181495,0.27277872245949314,0.3200579253027698,0.07289261984212146,-0.26522718671029877,1.0,0.16173336700964902,0.11583379319587109
aux_verb_ratio,0.0790024888848249,0.06329610439667668,-0.012706712403862353,-0.06242099702272287,-0.04081901125224286,0.09261482688164505,0.16441132718885793,-0.18437237212437407,0.009352896794119235,0.14065960881173134,-0.07218317405264724,0.043328702889452717,-0.07582004664596137,-0.1498681480049901,-0.12996598477090668,-0.06328952923374874,-0.07472884844855003,-0.2845583706178235,-0.2802846070143937,0.019555861170467835,-0.16885280379966858,-0.3261490569040882,0.031078810295515943,0.07200694421777287,-0.00010709049972724292,0.05783402797317528,-0.18978618342237852,-0.4684609452900744,0.027099120794375625,-0.0012593211161426431,0.015828111748600507,-0.015816659266874408,0.14734803300290653,0.1769519964719509,0.35367478305272815,0.03181707180599573,0.10219166472559262,-0.494164615385842,-0.02812967706611481,0.17255810841423455,-0.03944242955301891,0.10015431453686023,0.09970802637064348,0.16173336700964902,1.0,0.33888560488560127
particle_verb_ratio,-0.1518884001257854,-0.09834660981373523,0.09929699786291175,-0.09907102490638749,-0.09509373305836398,-0.013120503472503276,0.015249143136398623,-0.239176025759813,-0.017762799476999363,-0.08292405077881125,-0.08215150477176059,0.14988692300985035,-0.09347643457242251,-0.06166308133141648,0.09544032941273262,-0.0530728490821161,-0.07718904782904798,-0.02948048773959633,-0.005420915136518599,0.22714606959659078,-0.0077130754427779955,-0.04465643591096505,0.01654421424984107,0.1257765422911711,0.023374555604069227,-0.0387375322737574,-0.28381458598234416,0.026033300717951596,-0.0009033128653115662,0.15941060097111706,-0.09642429138994688,-0.10763192615311978,0.0541008400426945,0.36180784684792106,0.15404584552536724,-0.11110216111345868,-0.1256659446176004,-0.13322574295623818,-0.026123395609694625,0.2475635396307563,0.20217378390626678,-0.010865083292868446,-0.22994931981386046,0.11583379319587109,0.33888560488560127,1.0
